2026-06-01 09:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00005938 | val_macro_f1=89.4553 | prototype_update=no
2026-06-01 13:07:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00006576 | val_macro_f1=89.4905 | prototype_update=no
2026-06-01 09:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00005807 | val_macro_f1=87.0823 | prototype_update=no
2026-06-01 11:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00007461 | val_macro_f1=89.4188 | prototype_update=yes
2026-06-01 14:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00006587 | val_macro_f1=88.3260 | prototype_update=no
2026-06-02 09:20:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00008738 | val_macro_f1=90.3479 | prototype_update=no
2026-06-02 11:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00006611 | val_macro_f1=84.9006 | prototype_update=no
2026-06-02 12:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00006161 | val_macro_f1=87.7803 | prototype_update=no
2026-06-02 08:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00006823 | val_macro_f1=87.5013 | prototype_update=no
2026-06-02 11:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00009147 | val_macro_f1=90.9837 | prototype_update=no
2026-06-02 13:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00006981 | val_macro_f1=86.1306 | prototype_update=no
2026-06-02 09:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00009606 | val_macro_f1=86.1176 | prototype_update=no
2026-06-02 10:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00007273 | val_macro_f1=85.5859 | prototype_update=no
2026-06-02 12:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00008100 | val_macro_f1=90.6150 | prototype_update=no
2026-06-02 08:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00005646 | val_macro_f1=86.2064 | prototype_update=no
2026-06-02 10:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00006933 | val_macro_f1=91.1740 | prototype_update=no
2026-06-02 12:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00008309 | val_macro_f1=88.5222 | prototype_update=no
2026-06-02 09:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00008284 | val_macro_f1=85.8622 | prototype_update=no
2026-06-02 11:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00005814 | val_macro_f1=84.3398 | prototype_update=no
2026-06-02 12:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00006705 | val_macro_f1=85.2778 | prototype_update=no
2026-06-02 09:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00006085 | val_macro_f1=88.7966 | prototype_update=no
2026-06-02 11:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00006885 | val_macro_f1=88.3049 | prototype_update=yes
2026-06-02 12:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00009337 | val_macro_f1=93.2178 | prototype_update=no
2026-06-02 09:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00008914 | val_macro_f1=84.9434 | prototype_update=no
2026-06-02 10:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00006641 | val_macro_f1=91.9539 | prototype_update=no
2026-06-02 13:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00006045 | val_macro_f1=88.2131 | prototype_update=no
2026-06-02 08:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00008544 | val_macro_f1=84.1681 | prototype_update=no
2026-06-02 11:21:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00005711 | val_macro_f1=90.4228 | prototype_update=no
2026-06-02 12:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00007044 | val_macro_f1=84.9353 | prototype_update=no
2026-06-02 08:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00009586 | val_macro_f1=88.3600 | prototype_update=no
2026-06-02 11:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00006910 | val_macro_f1=85.3005 | prototype_update=no
2026-06-02 13:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00006378 | val_macro_f1=85.7108 | prototype_update=no
2026-06-02 08:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00008760 | val_macro_f1=87.1898 | prototype_update=no
2026-06-02 11:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00006548 | val_macro_f1=84.8615 | prototype_update=no
2026-06-02 13:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00005935 | val_macro_f1=84.8103 | prototype_update=no
2026-06-02 08:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00008832 | val_macro_f1=87.5158 | prototype_update=no
2026-06-02 11:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00008475 | val_macro_f1=89.4996 | prototype_update=no
2026-06-02 13:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00009706 | val_macro_f1=85.4227 | prototype_update=no
2026-06-02 09:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00009194 | val_macro_f1=91.6554 | prototype_update=no
2026-06-02 10:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00008228 | val_macro_f1=92.5668 | prototype_update=yes
2026-06-02 14:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00006428 | val_macro_f1=86.3197 | prototype_update=no
2026-06-02 08:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00006937 | val_macro_f1=90.5888 | prototype_update=no
2026-06-02 10:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00006527 | val_macro_f1=89.3282 | prototype_update=no
2026-06-02 13:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00006177 | val_macro_f1=84.1274 | prototype_update=no
2026-06-02 08:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00007944 | val_macro_f1=85.6629 | prototype_update=no
2026-06-02 11:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00009441 | val_macro_f1=86.5506 | prototype_update=no
2026-06-02 12:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00009002 | val_macro_f1=90.7072 | prototype_update=no
2026-06-02 08:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00008563 | val_macro_f1=86.5291 | prototype_update=no
2026-06-02 11:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00008755 | val_macro_f1=85.2333 | prototype_update=no
2026-06-02 12:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00005260 | val_macro_f1=90.9157 | prototype_update=no
2026-06-02 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00005844 | val_macro_f1=84.7385 | prototype_update=no
2026-06-02 10:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00006244 | val_macro_f1=84.5341 | prototype_update=no
2026-06-02 14:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00008735 | val_macro_f1=86.0102 | prototype_update=no
2026-06-02 09:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00009912 | val_macro_f1=87.0084 | prototype_update=no
2026-06-02 10:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00008969 | val_macro_f1=85.7566 | prototype_update=no
2026-06-02 13:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00007393 | val_macro_f1=85.9945 | prototype_update=no
2026-06-02 10:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00008866 | val_macro_f1=88.2617 | prototype_update=no
2026-06-02 11:36:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00008164 | val_macro_f1=87.0918 | prototype_update=yes
2026-06-02 13:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00006818 | val_macro_f1=92.7058 | prototype_update=no
2026-06-03 10:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00009788 | val_macro_f1=88.8627 | prototype_update=no
2026-06-03 10:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00008968 | val_macro_f1=91.5369 | prototype_update=no
2026-06-03 13:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00007056 | val_macro_f1=89.0702 | prototype_update=no
2026-06-03 09:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00008729 | val_macro_f1=88.2025 | prototype_update=no
2026-06-03 11:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00008683 | val_macro_f1=90.7608 | prototype_update=no
2026-06-03 13:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00008673 | val_macro_f1=86.2356 | prototype_update=no
2026-06-03 09:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00007516 | val_macro_f1=89.3514 | prototype_update=no
2026-06-03 11:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00006299 | val_macro_f1=85.5189 | prototype_update=no
2026-06-03 13:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00008411 | val_macro_f1=90.5607 | prototype_update=no
2026-06-03 09:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00007579 | val_macro_f1=87.9282 | prototype_update=no
2026-06-03 11:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00007550 | val_macro_f1=84.2166 | prototype_update=no
2026-06-03 13:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00005388 | val_macro_f1=90.7720 | prototype_update=no
2026-06-03 09:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00008369 | val_macro_f1=84.5358 | prototype_update=no
2026-06-03 11:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00006937 | val_macro_f1=87.5279 | prototype_update=no
2026-06-03 14:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00005321 | val_macro_f1=84.9691 | prototype_update=no
2026-06-03 09:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00009812 | val_macro_f1=86.4643 | prototype_update=no
2026-06-03 12:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00005557 | val_macro_f1=90.0454 | prototype_update=yes
2026-06-03 13:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00007536 | val_macro_f1=92.4414 | prototype_update=no
2026-06-03 09:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00008839 | val_macro_f1=84.0444 | prototype_update=no
2026-06-03 11:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00006077 | val_macro_f1=85.7843 | prototype_update=no
2026-06-03 13:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00006976 | val_macro_f1=90.4584 | prototype_update=no
2026-06-03 10:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00007144 | val_macro_f1=89.6441 | prototype_update=no
2026-06-03 11:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00009948 | val_macro_f1=84.7790 | prototype_update=no
2026-06-03 13:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00009852 | val_macro_f1=87.3770 | prototype_update=no
2026-06-03 08:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00007089 | val_macro_f1=89.8039 | prototype_update=no
2026-06-03 11:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00009354 | val_macro_f1=84.3098 | prototype_update=no
2026-06-03 14:02:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00005763 | val_macro_f1=87.8217 | prototype_update=no
2026-06-03 09:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00007314 | val_macro_f1=91.6231 | prototype_update=no
2026-06-03 11:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00009873 | val_macro_f1=89.6204 | prototype_update=no
2026-06-03 12:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00009803 | val_macro_f1=86.5315 | prototype_update=no
2026-06-03 08:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00006715 | val_macro_f1=87.5190 | prototype_update=no
2026-06-03 10:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00009468 | val_macro_f1=91.4360 | prototype_update=no
